Codice Conto,Descrizione conto,Data operazione,COD,Descrizione operazione,Numero documento,Data documento,Numero Fattura,Importo,Saldo,Contropartita,Costi Diretti,Costi Indiretti,Attività economiche,Attività non economiche,Codice progetto
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,1199,ACQUISTI REVERSE CH,20630,18/10/2021,344,-1330.0,61381.91999999999,GEHEAL Cytiva Europe GmbH,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,1199,ACQUISTI REVERSE CH,20631,18/10/2021,345,-475.0,60906.91999999999,GEHEAL Cytiva Europe GmbH,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,1199,ACQUISTI REVERSE CH,20632,18/10/2021,346,-95.0,60811.91999999999,GEHEAL Cytiva Europe GmbH,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,20640,18/10/2021,348,4152.0,64963.91999999999,GEHEAL Cytiva Europe GmbH,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,20647,18/10/2021,349,8867.3,73831.21999999999,GEHEAL Cytiva Europe GmbH,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,25568,19/10/2021,350,1377.0,75208.21999999999,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,00977/0,15/10/2021,351,288.48,75496.69999999998,DELTEK DELTEK SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,00977/0,15/10/2021,351,971.74,76468.43999999999,DELTEK DELTEK SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,58/PRSP,28/10/2021,361,1453.0,77921.43999999999,SIALSR S.I.A.L. SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,40104,ACQUISTO MERCI NO R,28289,19/10/2021,364,169.31,78090.74999999999, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,40104,ACQUISTO MERCI NO R,615597,30/09/2021,365,54.9,78145.64999999998, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,104,ACQUISTO MERCI NO R,42642,07/10/2021,366,38.37,78184.01999999997,TAGCON TAG CONNECT LLC,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,104,ACQUISTO MERCI NO R,8339,20/10/2021,369,490.88,78674.89999999998,BBISOL BBI SOLUTIONS,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,104,ACQUISTO MERCI NO R,721002,11/10/2021,372,1045.65,79720.54999999997,CDCREA CREATIVE DIAGNOSTI,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/10/2021,199,ACQUISTI REVERSE CH,247,25/10/2021,355,50.0,79770.54999999997,NUOQUA NUOVA QUADRIFOGLIO,,,,,
8.11.011,MATERIALI DI CONSUMO ,13/11/2021,150,S/RICEV.AMAZON CART, ,12/11/2021, ,9.99,79780.53999999998,102024 BANCA DELLA CAMPAN,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,92413,31/10/2021,375,320.1,80100.63999999998,VWR VWR INTERNATIONAL,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,121,02/11/2021,378,600.4,80701.03999999998,HOSMOT HOSMOTIC SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,1415,30/10/2021,380,7.16,80708.19999999998,EDIBEN EDIL BEN S.R.L.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,124,03/11/2021,382,400.0,81108.19999999998,HOSMOT HOSMOTIC SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,1199,ACQUISTI REVERSE CH,3,02/11/2021,383,-600.4,80507.79999999999,HOSMOT HOSMOTIC SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,5290,29/10/2021,384,488.0,80995.79999999999,SPACEI Bio-Techne s.r.l.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,66737,31/10/2021,385,99.31,81095.10999999999,SIAD S.I.A.D. S.P.A.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,423/04 ,05/11/2021,390,772.0,81867.10999999999,ROBOZE ROBOZE SPA,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,66/PRSP,09/11/2021,394,252.0,82119.10999999999,SIALSR S.I.A.L. SRL,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,1100,FATTURA DI ACQUISTO,337002,10/11/2021,396,-1333.1,80786.00999999998,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,2199,ACQUISTI REVERSE CH,37003,10/11/2021,397,1333.1,82119.10999999999,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,37955,11/11/2021,398,368.0,82487.10999999999,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,38698,12/11/2021,400,208.8,82695.90999999999,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,39390,13/11/2021,403,159.1,82855.01,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,111,BENI STRUMENTALI ,34324,29/10/2021,418,386.23,83241.23999999999,CLICHE CLICK CHEMISTRY TO,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,199,ACQUISTI REVERSE CH,A10730 ,30/11/2021,423,4223.0,87464.23999999999,PRODO1 PRODOTTI GIANNI SR,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,40104,ACQUISTO MERCI NO R,21955,09/10/2021,432,34.96,87499.2, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,40104,ACQUISTO MERCI NO R,27535,09/10/2021,433,59.83,87559.03, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,63765,10/11/2021,434,24.4,87583.43,YUHAIT YUHAITENG KEJI YOU,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,4855,10/10/2021,436,27.86,87611.29,LONGHU LONGHUA XINQU DALA,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,4852,10/10/2021,435,30.32,87641.61,LONGHU LONGHUA XINQU DALA,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,7155,09/10/2021,438,32.72,87674.33,GUAHOU GUANGZHOUJIUJINGMA,,,,,
8.11.011,MATERIALI DI CONSUMO ,30/11/2021,179,ACQUISTI ART. 17 va,320,06/02/2020,439,99.96,87774.29000000001,NOOELE NOOLEC INC.,,,,,
8.11.011,MATERIALI DI CONSUMO ,20/12/2021,199,ACQUISTI REVERSE CH,3468 A ,30/11/2021,441,4650.0,92424.29000000001,DBA D.B.A. ITALIA S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,20/12/2021,199,ACQUISTI REVERSE CH,84994,30/11/2021,445,301.75,92726.04000000001,SIAD S.I.A.D. S.P.A.,,,,,
8.11.011,MATERIALI DI CONSUMO ,20/12/2021,199,ACQUISTI REVERSE CH,55134,13/12/2021,452,2429.7,95155.74,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,199,ACQUISTI REVERSE CH,650,15/12/2021,460,206.0,95361.74,TECECO TECNO-ECO S.R.L.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,1199,ACQUISTI REVERSE CH,6,15/12/2021,461,-226.0,95135.74,TECECO TECNO-ECO S.R.L.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,1199,ACQUISTI REVERSE CH,359570,22/12/2021,462,-2429.7,92706.04000000001,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,2199,ACQUISTI REVERSE CH,359571,22/12/2021,463,2429.7,95135.74,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,199,ACQUISTI REVERSE CH,787/21 ,30/12/2021,471,891.02,96026.76000000001,NOINTE NOVA INFORMATION T,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,40100,FATTURA DI ACQUISTO,57872,01/12/2021,472,210.5,96237.26000000001, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,40100,FATTURA DI ACQUISTO,109698,13/04/2021,475,115.91,96353.17000000001, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON-FATT.DA , ,31/12/2021, ,14.32,96367.49000000002,503004 FATTURE DA RICEVER,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,FATT.DA RICEV.BIO-T, ,31/12/2021, ,1596.0,97963.49000000002,503004 FATTURE DA RICEVER,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.MERCK, ,31/12/2021, ,-283.0,97680.49000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV. MERC, ,31/12/2021, ,-146.0,97534.49000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.MERCK, ,31/12/2021, ,-147.0,97387.49000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.MERCK, ,31/12/2021, ,-76.6,97310.89000000001,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.MERCK, ,31/12/2021, ,-224.4,97086.49000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.FISHE, ,31/12/2021, ,-56.2,97030.29000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,160,N.C. DA RICEV.FISHE, ,31/12/2021, ,-360.08,96670.21000000002,208004 FORNIT.C/CREDITI N,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,N.B. DA RICEV. MERC, ,31/12/2021, ,877.0,97547.21000000002,503004 FATTURE DA RICEVER,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,FATT.WELLTECH DA RI, ,31/12/2021, ,2212.19,99759.40000000002,503004 FATTURE DA RICEVER,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,26.47,99785.87000000002, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,11.47,99797.34000000003, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,17.91,99815.25000000003, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,11.47,99826.72000000003, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,9.01,99835.73000000003, diversi a diversi,,,,,
8.11.011,MATERIALI DI CONSUMO ,31/12/2021,150,ACQ.AMAZON , ,31/12/2021, ,63.32,99899.05000000003, diversi a diversi,,,,,
8.11.013,CANONI ASSISTENZA PROCEDURE INFORMATICHE ,30/11/2021,199,ACQUISTI REVERSE CH,84883,22/11/2021,412,363.0,363.0,DANEA DANEA SOFT SRL,,,,,
8.11.013,CANONI ASSISTENZA PROCEDURE INFORMATICHE ,31/12/2021,160,LIC.FATT.ELETTR.COM, ,31/12/2021, ,-354.55,8.449999999999989,323001 RISCONTI ATTIVI,,,,,
8.12.000,LOCAZIONI ,31/03/2021,100,FATTURA DI ACQUISTO,VEAAM-2,18/03/2021,87,1200.0,1200.0,CERTS Universita degli S,,,,,
8.12.000,LOCAZIONI ,31/07/2021,100,FATTURA DI ACQUISTO,8,05/07/2021,235,2500.0,3700.0,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,31/08/2021,100,FATTURA DI ACQUISTO,9,03/08/2021,266,2500.0,6200.0,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,23/09/2021,100,FATTURA DI ACQUISTO,12,01/09/2021,282,2500.0,8700.0,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,31/10/2021,100,FATTURA DI ACQUISTO,13,01/10/2021,308,2500.0,11200.0,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,31/10/2021,199,ACQUISTI REVERSE CH,FPR70 ,07/10/2021,331,10886.01,22086.01,ICTSUD CENTRO DI COMPETEN,,,,,
8.12.000,LOCAZIONI ,31/10/2021,100,FATTURA DI ACQUISTO,VEAAM-7,26/10/2021,356,2000.0,24086.01,CERTS Universita degli S,,,,,
8.12.000,LOCAZIONI ,31/10/2021,160,MESE DICEMBRE 2020 , ,31/10/2021, ,-904.17,23181.84,846009 COSTI NON DI COMPE,,,,,
8.12.000,LOCAZIONI ,30/11/2021,100,FATTURA DI ACQUISTO,14,02/11/2021,377,2500.0,25681.84,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,20/12/2021,100,FATTURA DI ACQUISTO,16,01/12/2021,443,2500.0,28181.84,SEREN1 SERENITAS S.R.L.,,,,,
8.12.000,LOCAZIONI ,31/12/2021,160,LOCAZ.EX POSTE COMP, ,31/12/2021, ,-1200.0,26981.84,323001 RISCONTI ATTIVI,,,,,
8.12.000,LOCAZIONI ,31/12/2021,150,COMPET.2021 EX-CASE, ,31/12/2021, ,86101.68,113083.52,512001 RATEI PASSIVI,,,,,
8.12.000,LOCAZIONI ,31/12/2021,150,PIANO CAPPELLE COMP, ,31/12/2021, ,7440.0,120523.52,512001 RATEI PASSIVI,,,,,
8.12.000,LOCAZIONI ,31/12/2021,150,SEDE NAPOLI DICEMBR, ,31/12/2021, ,904.17,121427.69,512001 RATEI PASSIVI,,,,,
8.14.000,ALTRE UTENZE ,28/02/2021,199,ACQUISTI REVERSE CH,63902,01/02/2021,41,44.64,44.64,LINKEM LINKEM S.P.A.,,,,,
8.14.000,ALTRE UTENZE ,30/04/2021,199,ACQUISTI REVERSE CH,36173,03/04/2021,108,43.52,88.16,LINKEM LINKEM S.P.A.,,,,,
8.14.000,ALTRE UTENZE ,30/06/2021,199,ACQUISTI REVERSE CH,1212021,31/05/2021,178,39.84,128.0,LINKEM LINKEM S.P.A.,,,,,
8.14.000,ALTRE UTENZE ,31/08/2021,199,ACQUISTI REVERSE CH,23833,01/08/2021,272,39.84,167.84,LINKEM LINKEM S.P.A.,,,,,
8.14.000,ALTRE UTENZE ,31/10/2021,199,ACQUISTI REVERSE CH,40960,29/09/2021,326,39.84,207.68,LINKEM LINKEM S.P.A.,,,,,
8.14.000,ALTRE UTENZE ,20/12/2021,199,ACQUISTI REVERSE CH,67086,29/11/2021,446,49.8,257.48,LINKEM LINKEM S.P.A.,,,,,
8.14.001,TELEFONICHE ,31/01/2021,199,ACQUISTI REVERSE CH,67582,21/01/2021,12,473.44,473.44,VODAFO VODAFONE ITALIA S.,,,,,
8.14.001,TELEFONICHE ,31/03/2021,199,ACQUISTI REVERSE CH,91042,20/03/2021,91,454.34,927.78,VODAFO VODAFONE ITALIA S.,,,,,
8.14.001,TELEFONICHE ,31/05/2021,199,ACQUISTI REVERSE CH,907815,20/05/2021,163,511.31,1439.09,VODAFO VODAFONE ITALIA S.,,,,,
8.14.001,TELEFONICHE ,31/07/2021,199,ACQUISTI REVERSE CH,51125,22/07/2021,253,474.06,1913.15,VODAFO VODAFONE ITALIA S.,,,,,
8.14.001,TELEFONICHE ,30/09/2021,199,ACQUISTI REVERSE CH,88667,22/09/2021,292,458.03,2371.18,VODAFO VODAFONE ITALIA S.,,,,,
8.14.001,TELEFONICHE ,30/11/2021,199,ACQUISTI REVERSE CH,60385,20/11/2021,413,415.84,2787.02,VODAFO VODAFONE ITALIA S.,,,,,
8.14.004,SPESE POSTALI ,31/05/2021,110,ACQUISTO IVA N/DETR,76787,19/05/2021,166,6.48,6.48,POSITA POSTE ITALIANE SPA,,,,,
8.14.004,SPESE POSTALI ,12/06/2021,150,ADDEB.CARTA CRED.SP, ,12/06/2021, ,4.98,11.46,102024 BANCA DELLA CAMPAN,,,,,
8.14.004,SPESE POSTALI ,30/06/2021,199,ACQUISTI REVERSE CH,30712,19/05/2021,182,5.31,16.77,POSITA POSTE ITALIANE SPA,,,,,
8.14.004,SPESE POSTALI ,30/06/2021,1110,ACQUISTO IVA N/DETR,30711,19/05/2021,183,-6.48,10.29,POSITA POSTE ITALIANE SPA,,,,,
8.14.004,SPESE POSTALI ,30/11/2021,199,ACQUISTI REVERSE CH,35843,23/11/2021,425,3.7,13.99,POSITA POSTE ITALIANE SPA,,,,,
8.14.004,SPESE POSTALI ,13/12/2021,150,STORNO PAGAM.CARTA , ,13/12/2021, ,4.51,18.5,208001 FORNITORI C/ANTICI,,,,,
8.14.005,SPESE GENERALI ,11/02/2021,150,QUOTE ASSOC.SIE , ,11/02/2021, ,630.0,630.0, diversi a diversi,,,,,
8.14.005,SPESE GENERALI ,11/02/2021,150,QUOTE ASSOC.SIE , ,11/02/2021, ,25.0,655.0, diversi a diversi,,,,,
8.14.005,SPESE GENERALI ,28/02/2021,199,ACQUISTI REVERSE CH,47,26/02/2021,63,69.09,724.09,GBVEND GB VENDING SRLS,,,,,
8.14.005,SPESE GENERALI ,03/03/2021,150,RIMB.SPESE X TELEGR, ,03/03/2021, ,6.48,730.57,101001 CASSA CONTANTI,,,,,
8.14.005,SPESE GENERALI ,31/05/2021,199,ACQUISTI REVERSE CH,104,04/05/2021,147,76.23,806.8000000000001,GBVEND GB VENDING SRLS,,,,,
8.14.005,SPESE GENERALI ,23/06/2021,150,DIR.SEGRET.SCIA COM, ,23/06/2021, ,150.0,956.8000000000001,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,20.0,976.8000000000001,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,35.0,1011.8,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,15/07/2021,150,ANAC PAGOPA , ,15/07/2021, ,35.0,1046.8,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,31/07/2021,199,ACQUISTI REVERSE CH,146,06/07/2021,222,107.27,1154.07,GBVEND GB VENDING SRLS,,,,,
8.14.005,SPESE GENERALI ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,20.0,1174.07,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,20.0,1194.07,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,35.0,1229.07,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,14/08/2021,150,PAG.ANAC CARTA CRED, ,14/08/2021, ,35.0,1264.07,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,25/10/2021,150,SPESE X SCIA PADULI, ,25/10/2021, ,50.0,1314.07,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,26/10/2021,150,SOMMEXESPLET.FUNZ.S, ,26/10/2021, ,7247.22,8561.29,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,26/10/2021,150,PAG.A AUT.NAZ.ANTIC, ,26/10/2021, ,2730.0,11291.29,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,13/11/2021,150,ISCR.IEEE CARTA CRE, ,12/11/2021, ,159.04,11450.33,102024 BANCA DELLA CAMPAN,,,,,
8.14.005,SPESE GENERALI ,30/11/2021,100,FATTURA DI ACQUISTO,115,25/11/2021,426,500.0,11950.33,ASSO23 Associazione Clus,,,,,
8.14.005,SPESE GENERALI ,17/12/2021,150,PAGAM.REG.CAMPANIA , ,17/12/2021, ,100.0,12050.33, diversi a diversi,,,,,
8.14.005,SPESE GENERALI ,20/12/2021,199,ACQUISTI REVERSE CH,234,14/12/2021,454,104.92,12155.25,GBVEND GB VENDING SRLS,,,,,
8.14.005,SPESE GENERALI ,31/12/2021,160,QUOTA ADES.ASS.CLUS, ,31/12/2021, ,-500.0,11655.25,323001 RISCONTI ATTIVI,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,31/03/2021,100,FATTURA DI ACQUISTO,42230,22/03/2021,100,13.5,13.5,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,30/04/2021,100,FATTURA DI ACQUISTO,2190127,12/04/2021,135,13.5,27.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,30/04/2021,100,FATTURA DI ACQUISTO,2190127,12/04/2021,135,2.0,29.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,31/10/2021,100,FATTURA DI ACQUISTO,46495,27/10/2021,371,15.0,44.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,31/10/2021,100,FATTURA DI ACQUISTO,46495,27/10/2021,371,2.0,46.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,31/10/2021,100,FATTURA DI ACQUISTO,16630,19/10/2021,374,15.0,61.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,31/10/2021,100,FATTURA DI ACQUISTO,16630,19/10/2021,374,2.0,63.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.007,COMPETENZE PER OPERAZIONI DOGANALI ,30/11/2021,100,FATTURA DI ACQUISTO,32692,26/11/2021,420,17.0,80.0,FEDEXE FEDEX EXPRESS ITAL,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/01/2021,199,ACQUISTI REVERSE CH,3,28/01/2021,18,450.0,450.0,ZIEGLE ZIEGLER EMILIO OFF,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,28/02/2021,199,ACQUISTI REVERSE CH,89/21 ,04/02/2021,43,890.0,1340.0,NOINTE NOVA INFORMATION T,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,28/02/2021,199,ACQUISTI REVERSE CH,89/21 ,04/02/2021,43,1010.0,2350.0,NOINTE NOVA INFORMATION T,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,28/02/2021,199,ACQUISTI REVERSE CH,204112,22/02/2021,61,498.0,2848.0,SIGMAA SIGMA ALDRICH S.R.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,28/02/2021,199,ACQUISTI REVERSE CH,71/2021,26/02/2021,64,611.41,3459.41,DBELE DB ELECTRONIC INST,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/03/2021,199,ACQUISTI REVERSE CH,86/2021,05/03/2021,76,579.14,4038.55,DBELE DB ELECTRONIC INST,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/03/2021,100,FATTURA DI ACQUISTO,74099,23/03/2021,92,393.43,4431.98,AMAEU Amazon EU S.a r.l.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/03/2021,1100,FATTURA DI ACQUISTO,182890,23/03/2021,93,-393.45,4038.53,AMAEU Amazon EU S.a r.l.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/03/2021,199,ACQUISTI REVERSE CH,182985,24/03/2021,94,393.41,4431.94,AMAEU Amazon EU S.a r.l.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,06/04/2021,150,DIVANO 2 POSTI RIC., ,06/04/2021, ,177.01,4608.95, diversi a diversi,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/04/2021,199,ACQUISTI REVERSE CH,036-21 ,30/03/2021,105,1883.0,6491.95,DORATE DORA TECNOLOGIE DI,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/04/2021,199,ACQUISTI REVERSE CH,124,21/04/2021,124,337.98,6829.93,DBELE DB ELECTRONIC INST,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/05/2021,199,ACQUISTI REVERSE CH,136,03/05/2021,148,271.49,7101.42,DBELE DB ELECTRONIC INST,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/05/2021,199,ACQUISTI REVERSE CH,13 / PA,17/05/2021,157,1557.6,8659.02,TRTURO T.R. TURONI S.R.L.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/05/2021,199,ACQUISTI REVERSE CH,1219,20/05/2021,162,3946.0,12605.02,OPTOTR OPTOTRIM S.R.L.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/05/2021,199,ACQUISTI REVERSE CH,214,24/05/2021,164,292.0,12897.02,ECOSEA ECOSEARCH S.R.L.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/06/2021,199,ACQUISTI REVERSE CH,178,07/06/2021,180,298.27,13195.29,DBELE DB ELECTRONIC INST,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/06/2021,199,ACQUISTI REVERSE CH,68,09/06/2021,181,442.0,13637.29,MISURE MISURE S.N.C. DI B,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/06/2021,100,FATTURA DI ACQUISTO,22824,11/06/2021,185,0.0,13637.29,VODAFO VODAFONE ITALIA S.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/07/2021,199,ACQUISTI REVERSE CH,55060,30/06/2021,213,165.0,13802.29,VWR VWR INTERNATIONAL,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,30/07/2021,199,ACQUISTI REVERSE CH,068-21 ,30/06/2021,214,998.0,14800.29,DORATE DORA TECNOLOGIE DI,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/07/2021,199,ACQUISTI REVERSE CH,469/21 ,02/07/2021,217,1609.0,16409.29,NOINTE NOVA INFORMATION T,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/07/2021,199,ACQUISTI REVERSE CH,38,30/06/2021,226,2320.0,18729.29,REMEDI REMEDIX S.R.L.,,,,,
8.14.010,ACQUISTO DI ATTREZZATURE ,31/07/2021,199,ACQUISTI REVERSE CH,26,20/07/2021,243,400.0,19129.29,ZIEGLE ZIEGLER EMILIO OFF,,,,,
